CON,HOAD Remarks,State,GSTIN of OWN,GSTIN of supplier,Trade/Legal name,Invoice number,Invoice type,Invoice Date,Invoice Value(₹),Place of supply,Supply Attract Reverse Charge,Taxable Value (₹),Integrated Tax(₹),Central Tax(₹),State/UT Tax(₹),Cess(₹),GSTR-1/IFF/GSTR-5 Period,GSTR-1/IFF/GSTR-5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date,Document Type
27AADCA2325A1ZF07APDPK8975L1Z6757,Carry Forward,Maharashtra,27AADCA2325A1ZF,07APDPK8975L1Z6,GIRISH EMBROIDERY,757,Regular,24/02/2025,"18,900",Maharashtra,No,"18,000",900,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF07APDPK8975L1Z6758,Carry Forward,Maharashtra,27AADCA2325A1ZF,07APDPK8975L1Z6,GIRISH EMBROIDERY,758,Regular,25/02/2025,"2,100",Maharashtra,No,"2,000",100,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF30ATVPT8618H1Z3ATS-18,Matched,Maharashtra,27AADCA2325A1ZF,30ATVPT8618H1Z3,ABHIJIT TAMONKAR,ATS-18,Regular,16/01/2025,"6,844",Goa,No,"5,800",0,522,522,0,Jan'25,14/02/2025,No,POS and supplier state are same but recipient state is different,100%,,,,Invoice
27AADCA2325A1ZF27BMZPS7424J1Z12024-25/0773,Matched,Maharashtra,27AADCA2325A1ZF,27BMZPS7424J1Z1,ADIL INTERNATIONAL,2024-25/0773,Regular,19/02/2025,"178,180",Maharashtra,No,"151,000",0,"13,590","13,590",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF07AAJCA9880A1ZLAIN2425003756790,Matched,Maharashtra,27AADCA2325A1ZF,07AAJCA9880A1ZL,AMAZON WEB SERVICES INDIA PRIVATE LIMITED,AIN2425003756790,Regular,02/02/2025,"46,590.06",Maharashtra,No,"39,483.10","7,106.96",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27GKAPS6636G1ZS173,In Jan_25_Books,Maharashtra,27AADCA2325A1ZF,27GKAPS6636G1ZS,M/S. FINIX SEATING SYSTEM,173,Regular,07/01/2025,"20,768",Maharashtra,No,"17,600",0,"1,584","1,584",0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF07AACCN6194P2ZQ072512BP02ACW685,Carry Forward,Maharashtra,27AADCA2325A1ZF,07AACCN6194P2ZQ,AIR INDIA LIMITED,072512BP02ACW685,Regular,13/02/2025,"6,868",Maharashtra,No,"6,170",309,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAECF8464A1ZP2024-25/636,Matched,Maharashtra,27AADCA2325A1ZF,27AAECF8464A1ZP,FEATARTISTS PRIVATE LIMITED,2024-25/636,Regular,04/02/2025,"354,000",Maharashtra,No,"300,000",0,"27,000","27,000",0,Feb'25,11/03/2025,Yes,,100%,E-Invoice,4274cd57426ea4b51b16824cf5d69a9c32f7964d4fcb6734822c2828aad7b329,26/02/2025,Invoice
27AADCA2325A1ZF27ACGPY9520P1ZN1343,Matched,Maharashtra,27AADCA2325A1ZF,27ACGPY9520P1ZN,Shree Ram Dyeing,1343,Regular,24/02/2025,630,Maharashtra,No,600,0,15,15,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ACGPY9520P1ZN1346,Carry Forward,Maharashtra,27AADCA2325A1ZF,27ACGPY9520P1ZN,Shree Ram Dyeing,1346,Regular,28/02/2025,"1,575",Maharashtra,No,"1,500",0,37.50,37.50,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAACH1458C1ZZ2170994099,Matched,Maharashtra,27AADCA2325A1ZF,27AAACH1458C1ZZ,TATA TELESERVICES MAHARASHTRA LIMITED,2170994099,Regular,03/02/2025,"28,320",Maharashtra,No,"24,000",0,"2,160","2,160",0,Feb'25,10/03/2025,Yes,,100%,E-Invoice,4a97393f01df30191b71c24f0fbcfd1f4beaacecd3768c1b71a3779553208141,03/02/2025,Invoice
27AADCA2325A1ZF27ADXFS4859D1ZCSM/05536/2024-25,Matched,Maharashtra,27AADCA2325A1ZF,27ADXFS4859D1ZC,Service Magician,SM/05536/2024-25,Regular,03/02/2025,"22,656",Maharashtra,No,"19,200",0,"1,728","1,728",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ADXFS4859D1ZCSM/25966/2024-25,Carry Forward,Maharashtra,27AADCA2325A1ZF,27ADXFS4859D1ZC,Service Magician,SM/25966/2024-25,Regular,03/02/2025,"22,656",Maharashtra,No,"19,200",0,"1,728","1,728",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AADCD8489L1ZWDM/24-25/1225,Matched,Maharashtra,27AADCA2325A1ZF,27AADCD8489L1ZW,DM MANPOWER SERVICES PRIVATE LIMITED,DM/24-25/1225,Regular,15/02/2025,"629,705",Maharashtra,No,"560,457",0,"34,624.16","34,624.16",0,Feb'25,11/03/2025,Yes,,100%,E-Invoice,1861454d98f16fe9cb041e6aa998238269cba1f55859795c67b716d761beba8e,18/02/2025,Invoice
27AADCA2325A1ZF27AADCD8489L1ZWDM/24-25/1233,Matched,Maharashtra,27AADCA2325A1ZF,27AADCD8489L1ZW,DM MANPOWER SERVICES PRIVATE LIMITED,DM/24-25/1233,Regular,15/02/2025,"453,834",Maharashtra,No,"384,604.80",0,"34,614.43","34,614.43",0,Feb'25,11/03/2025,Yes,,100%,E-Invoice,2297bdd4d9d9c112ede53d7d473f21db07dcb8332ad596d2dea6e5239e16e060,18/02/2025,Invoice
27AADCA2325A1ZF27AABCJ9086F1ZA474102590,Carry Forward,Maharashtra,27AADCA2325A1ZF,27AABCJ9086F1ZA,PCI PEST CONTROL PRIVATE LIMITED,474102590,Regular,25/02/2025,"14,311",Maharashtra,No,"12,128",0,"1,091.52","1,091.52",0,Feb'25,11/03/2025,Yes,,100%,E-Invoice,410b0386b95e86f41859ca25cf417f1a9614e68f4ea847750428c0da942d5668,25/02/2025,Invoice
27AADCA2325A1ZF09AAECP2371C1ZNPSF2240900193286,Carry Forward,Maharashtra,27AADCA2325A1ZF,09AAECP2371C1ZN,M/S ADITYA BIRLA FASHION & RETAIL LIMITED,PSF2240900193286,Regular,25/02/2025,"76,943",Maharashtra,No,"68,996.43","7,946.57",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AABCC7563N2Z511/2024-25,Matched,Maharashtra,27AADCA2325A1ZF,27AABCC7563N2Z5,CHANDRAKIRAN PROPERTIES PVT LTD,11/2024-25,Regular,01/02/2025,"677,705",Maharashtra,No,"574,326",0,"51,689.34","51,689.34",0,Feb'25,07/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AADFB2795E1ZI266/24-25,Matched,Maharashtra,27AADCA2325A1ZF,27AADFB2795E1ZI,BHARATKUMAR & COMPANY,266/24-25,Regular,11/02/2025,"3,360",Maharashtra,No,"3,000",0,180,180,0,Feb'25,05/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AADFB2795E1ZI270/24-25,Matched,Maharashtra,27AADCA2325A1ZF,27AADFB2795E1ZI,BHARATKUMAR & COMPANY,270/24-25,Regular,15/02/2025,"3,908",Maharashtra,No,"3,312",0,298.08,298.08,0,Feb'25,05/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AADFB2795E1ZI272/24-25,Matched,Maharashtra,27AADCA2325A1ZF,27AADFB2795E1ZI,BHARATKUMAR & COMPANY,272/24-25,Regular,19/02/2025,"6,554",Maharashtra,No,"5,852",0,351.12,351.12,0,Feb'25,05/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AADFB2795E1ZI273/24-25,Matched,Maharashtra,27AADCA2325A1ZF,27AADFB2795E1ZI,BHARATKUMAR & COMPANY,273/24-25,Regular,19/02/2025,"3,484",Maharashtra,No,"2,952.50",0,265.73,265.73,0,Feb'25,05/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AADFB2795E1ZI275/24-25,Matched,Maharashtra,27AADCA2325A1ZF,27AADFB2795E1ZI,BHARATKUMAR & COMPANY,275/24-25,Regular,22/02/2025,"4,952",Maharashtra,No,"4,197",0,377.73,377.73,0,Feb'25,05/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AADFB2795E1ZI277/24-25,Matched,Maharashtra,27AADCA2325A1ZF,27AADFB2795E1ZI,BHARATKUMAR & COMPANY,277/24-25,Regular,24/02/2025,"4,529",Maharashtra,No,"3,838",0,345.42,345.42,0,Feb'25,05/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AACCT7290E1Z75100131388,Carry Forward,Maharashtra,27AADCA2325A1ZF,27AACCT7290E1Z7,TATA UNISTORE LIMITED,5100131388,Regular,06/02/2025,"24,418.97",Maharashtra,No,"20,694.05",0,"1,862.46","1,862.46",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAECP2371C1ZPPSF2242700250336,Carry Forward,Maharashtra,27AADCA2325A1ZF,27AAECP2371C1ZP,ADITYA BIRLA FASHION AND RETAIL LIMITED,PSF2242700250336,Regular,04/02/2025,"755,283.88",Maharashtra,No,"677,319.28",0,"38,982.30","38,982.30",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAECP2371C1ZPPSF2242700277254,Carry Forward,Maharashtra,27AADCA2325A1ZF,27AAECP2371C1ZP,ADITYA BIRLA FASHION AND RETAIL LIMITED,PSF2242700277254,Regular,27/02/2025,"571,672.46",Maharashtra,No,"510,530.84",0,"30,570.81","30,570.81",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ALVPB0173H1Z224-25/SE002145,Matched,Maharashtra,27AADCA2325A1ZF,27ALVPB0173H1Z2,SHAKTI ENTERPRISES,24-25/SE002145,Regular,05/02/2025,"5,853",Maharashtra,No,"4,960",0,446.40,446.40,0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ALVPB0173H1Z224-25/SE002148,Matched,Maharashtra,27AADCA2325A1ZF,27ALVPB0173H1Z2,SHAKTI ENTERPRISES,24-25/SE002148,Regular,06/02/2025,"5,168",Maharashtra,No,"4,380",0,394.20,394.20,0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ALVPB0173H1Z224-25/SE002164,Matched,Maharashtra,27AADCA2325A1ZF,27ALVPB0173H1Z2,SHAKTI ENTERPRISES,24-25/SE002164,Regular,10/02/2025,"5,334",Maharashtra,No,"4,520",0,406.80,406.80,0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ALVPB0173H1Z224-25/SE002165,Matched,Maharashtra,27AADCA2325A1ZF,27ALVPB0173H1Z2,SHAKTI ENTERPRISES,24-25/SE002165,Regular,11/02/2025,"5,642",Maharashtra,No,"4,921",0,360.45,360.45,0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ALVPB0173H1Z224-25/SE002185,Carry Forward,Maharashtra,27AADCA2325A1ZF,27ALVPB0173H1Z2,SHAKTI ENTERPRISES,24-25/SE002185,Regular,17/02/2025,"5,870",Maharashtra,No,"4,975",0,447.75,447.75,0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ALVPB0173H1Z224-25/SE002187,Carry Forward,Maharashtra,27AADCA2325A1ZF,27ALVPB0173H1Z2,SHAKTI ENTERPRISES,24-25/SE002187,Regular,19/02/2025,"5,896",Maharashtra,No,"4,997",0,449.73,449.73,0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27ALVPB0173H1Z224-25/SE002192,Carry Forward,Maharashtra,27AADCA2325A1ZF,27ALVPB0173H1Z2,SHAKTI ENTERPRISES,24-25/SE002192,Regular,25/02/2025,"5,369",Maharashtra,No,"4,550",0,409.50,409.50,0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF09AAACO4007A1Z38097607154,Carry Forward,Maharashtra,27AADCA2325A1ZF,09AAACO4007A1Z3,M/S ONE 97 COMMUNICATION LTD,8097607154,Regular,13/02/2025,"1,416",Maharashtra,No,"1,200",216,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAICS9040B1ZG11/45689,Matched,Maharashtra,27AADCA2325A1ZF,27AAICS9040B1ZG,Suvida Designs Private Limited,11/45689,Regular,01/02/2025,"590,000",Maharashtra,No,"500,000",0,"45,000","45,000",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27APHPG1281M1ZP1197,Carry Forward,Maharashtra,27AADCA2325A1ZF,27APHPG1281M1ZP,SWASTIK PRINT,1197,Regular,27/02/2025,"59,472",Maharashtra,No,"50,400",0,"4,536","4,536",0,Feb'25,06/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27BMCPB7564F1Z5394,Uneligible ITC,Maharashtra,27AADCA2325A1ZF,27BMCPB7564F1Z5,SULAA ENTERPRISES,394,Regular,20/02/2025,"21,736",Maharashtra,No,"20,700.40",0,517.51,517.51,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27BMCPB7564F1Z5416,Uneligible ITC,Maharashtra,27AADCA2325A1ZF,27BMCPB7564F1Z5,SULAA ENTERPRISES,416,Regular,20/02/2025,"3,276",Maharashtra,No,"3,120",0,78,78,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27BMCPB7564F1Z5443,Uneligible ITC,Maharashtra,27AADCA2325A1ZF,27BMCPB7564F1Z5,SULAA ENTERPRISES,443,Regular,28/02/2025,"7,788",Maharashtra,No,"6,600",0,594,594,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAAPD9435E1ZZ407/24/25,Matched,Maharashtra,27AADCA2325A1ZF,27AAAPD9435E1ZZ,MAYA ENTERPRISES,407/24/25,Regular,03/02/2025,"21,240",Maharashtra,No,"18,000",0,"1,620","1,620",0,Feb'25,07/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAAPD9435E1ZZ418/24/25,Matched,Maharashtra,27AADCA2325A1ZF,27AAAPD9435E1ZZ,MAYA ENTERPRISES,418/24/25,Regular,07/02/2025,"21,240",Maharashtra,No,"18,000",0,"1,620","1,620",0,Feb'25,07/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAAPD9435E1ZZ422/24/25,Matched,Maharashtra,27AADCA2325A1ZF,27AAAPD9435E1ZZ,MAYA ENTERPRISES,422/24/25,Regular,11/02/2025,"21,240",Maharashtra,No,"18,000",0,"1,620","1,620",0,Feb'25,07/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAAPD9435E1ZZ427/24/25,Matched,Maharashtra,27AADCA2325A1ZF,27AAAPD9435E1ZZ,MAYA ENTERPRISES,427/24/25,Regular,15/02/2025,"21,240",Maharashtra,No,"18,000",0,"1,620","1,620",0,Feb'25,07/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAAPD9435E1ZZ433/24/25,Matched,Maharashtra,27AADCA2325A1ZF,27AAAPD9435E1ZZ,MAYA ENTERPRISES,433/24/25,Regular,21/02/2025,"21,240",Maharashtra,No,"18,000",0,"1,620","1,620",0,Feb'25,07/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAAPD9435E1ZZ443/24/25,Carry Forward,Maharashtra,27AADCA2325A1ZF,27AAAPD9435E1ZZ,MAYA ENTERPRISES,443/24/25,Regular,28/02/2025,"21,948",Maharashtra,No,"18,600",0,"1,674","1,674",0,Feb'25,07/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAPCA4365G1ZFANS/MH/2425/0500,Matched,Maharashtra,27AADCA2325A1ZF,27AAPCA4365G1ZF,ANS DIGITAL PRIVATE LIMITED,ANS/MH/2425/0500,Regular,10/02/2025,"53,100",Maharashtra,No,"45,000",0,"4,050","4,050",0,Feb'25,10/03/2025,Yes,,100%,E-Invoice,720b27cfcd375b3f1bdce8071c197a941adf3823e285ec037a97b9217adf2e03,11/02/2025,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000709,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000709,Regular,01/02/2025,"3,796.80",Maharashtra,No,"3,390",406.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000710,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000710,Regular,02/02/2025,"2,900.80",Maharashtra,No,"2,590",310.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000711,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000711,Regular,02/02/2025,"2,116.80",Maharashtra,No,"1,890",226.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000712,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000712,Regular,03/02/2025,412,Maharashtra,No,400,12,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000713,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000713,Regular,03/02/2025,"13,440",Maharashtra,No,"12,000","1,440",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000717,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000717,Regular,05/02/2025,"17,236.80",Maharashtra,No,"15,390","1,846.80",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000718,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000718,Regular,05/02/2025,"2,340.80",Maharashtra,No,"2,090",250.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000721,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000721,Regular,06/02/2025,"1,668.80",Maharashtra,No,"1,490",178.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000724,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000724,Regular,07/02/2025,"1,780.80",Maharashtra,No,"1,590",190.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000726,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000726,Regular,10/02/2025,"64,400",Maharashtra,No,"57,500","6,900",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000727,Carry Forward,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000727,Regular,10/02/2025,"1,668.80",Maharashtra,No,"1,490",178.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000729,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000729,Regular,13/02/2025,"2,237.76",Maharashtra,No,"1,998",239.76,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000731,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000731,Regular,17/02/2025,"2,788.80",Maharashtra,No,"2,490",298.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000732,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000732,Regular,17/02/2025,"2,004.80",Maharashtra,No,"1,790",214.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000733,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000733,Regular,18/02/2025,"2,800",Maharashtra,No,"2,500",300,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000736,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000736,Regular,20/02/2025,"1,220.80",Maharashtra,No,"1,090",130.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000737,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000737,Regular,20/02/2025,"3,236.80",Maharashtra,No,"2,890",346.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000740,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000740,Regular,21/02/2025,"1,444.80",Maharashtra,No,"1,290",154.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000742,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000742,Regular,21/02/2025,"3,908.80",Maharashtra,No,"3,490",418.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000743,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000743,Regular,22/02/2025,"7,280",Maharashtra,No,"6,500",780,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000746,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000746,Regular,24/02/2025,"1,444.80",Maharashtra,No,"1,290",154.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000747,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000747,Regular,24/02/2025,"2,004.80",Maharashtra,No,"1,790",214.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000750,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000750,Regular,24/02/2025,"2,575",Maharashtra,No,"2,500",75,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000752,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000752,Regular,25/02/2025,"2,564.80",Maharashtra,No,"2,290",274.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000753,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000753,Regular,25/02/2025,"4,704",Maharashtra,No,"4,200",504,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000754,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000754,Regular,25/02/2025,"2,452.80",Maharashtra,No,"2,190",262.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000755,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000755,Regular,26/02/2025,"3,696",Maharashtra,No,"3,300",396,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000756,Matched,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000756,Regular,26/02/2025,"1,444.80",Maharashtra,No,"1,290",154.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000759,Carry Forward,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000759,Regular,27/02/2025,"10,684.80",Maharashtra,No,"9,540","1,144.80",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF19AADCA2325A1ZC240TO1011000760,Carry Forward,Maharashtra,27AADCA2325A1ZF,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000760,Regular,28/02/2025,"2,004.80",Maharashtra,No,"1,790",214.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF27AAHFH0417M1ZC931000379,Carry Forward,Maharashtra,27AADCA2325A1ZF,27AAHFH0417M1ZC,HOME IDEA CURTAIN FABRICS,931000379,Regular,28/02/2025,"5,096.18",Maharashtra,No,"4,853.50",0,121.34,121.34,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF24DUMPK0562C1ZW250/2024/25,Carry Forward,Maharashtra,27AADCA2325A1ZF,24DUMPK0562C1ZW,KHATRI FAHD GULAMHUSEN,250/2024/25,Regular,22/02/2025,"29,295",Maharashtra,No,"27,900","1,395",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
27AADCA2325A1ZF24DUMPK0562C1ZW251/2024/25,Carry Forward,Maharashtra,27AADCA2325A1ZF,24DUMPK0562C1ZW,KHATRI FAHD GULAMHUSEN,251/2024/25,Regular,25/02/2025,"6,825",Maharashtra,No,"6,500",325,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
